Type,Time_Steps,Batch_Reward,Reward_Rate,Critic_Loss,Actor_loss,Curiosity_Loss,Forward_Loss,Inverse_Loss
Train,5120,10.64493465423584,0.0020790887996554376,0.0013638864,0.06864847,2.7119417,0.002079089,2.7098627
Train,10240,9.59669303894043,0.0018743541091680526,0.0010583139,0.054612257,2.711063,0.0018743532,2.7091885
Train,15360,8.948295593261719,0.0017477139830589295,0.0008668798,0.041756123,2.7100573,0.0017477137,2.7083094
Train,20480,8.383147239685059,0.001637333445250988,0.0007964792,0.03739697,2.7104251,0.0016373337,2.708788
Train,25600,7.895201206207275,0.0015420314855873584,0.0007073832,0.03304402,2.709639,0.0015420314,2.7080972
Train,30720,7.46156644821167,0.0014573371969163417,0.00066194555,0.03407164,2.7107952,0.0014573372,2.709338
Train,35840,7.019966125488281,0.00137108713388443,0.0005109493,0.017930405,2.7096982,0.0013710872,2.708327
Train,40960,6.660489559173584,0.0013008768670260905,0.00052943354,0.029558748,2.7107866,0.001300877,2.7094858
Train,46080,6.29837703704834,0.0012301517650485038,0.00035891318,0.009377638,2.7093923,0.0012301516,2.708162
Train,51200,5.958436012268066,0.0011637570336461068,0.00039836476,0.021476632,2.7100506,0.001163757,2.7088869
Train,56320,5.618068218231201,0.0010972789488732815,0.00031240206,0.013788706,2.71001,0.0010972789,2.7089126
Train,61440,5.2852067947387695,0.0010322669520974159,0.00030597535,0.01607067,2.7098172,0.001032267,2.7087848
Train,66560,5.033474922180176,0.0009831005707383155,0.00027339213,0.013673997,2.709418,0.0009831004,2.708435
Train,71680,4.79969596862793,0.0009374406188726425,0.00027399664,0.015214574,2.7087471,0.00093744084,2.7078097
Train,76800,4.580464839935303,0.0008946220390498638,0.00020406074,0.0065287426,2.7079163,0.0008946224,2.7070217
Train,81920,4.367410182952881,0.0008530098013579846,0.00020898633,0.008100687,2.7081327,0.0008530101,2.70728
Train,87040,4.213043212890625,0.0008228600025177002,0.00017485244,0.0027583223,2.708996,0.00082285964,2.708173
Train,92160,4.048583984375,0.0007907390594482422,0.00015569691,-0.0011332314,2.70775,0.0007907391,2.7069595
Train,97280,3.8751983642578125,0.000756874680519104,0.00013834423,-0.0047598556,2.7089074,0.00075687486,2.7081506
Train,102400,3.7169413566589355,0.0007259651087224483,0.00014821616,8.981116e-05,2.7095163,0.000725965,2.7087903
Train,107520,3.5649843215942383,0.0006962860003113747,0.00012633657,-0.0039991736,2.709012,0.0006962862,2.7083156
Train,112640,3.430342674255371,0.0006699888035655022,0.00012206163,-0.0027967189,2.708142,0.000669989,2.7074723
Train,117760,3.2786786556243896,0.0006403669249266386,0.0001227157,-0.00016395748,2.7080975,0.0006403668,2.707457
Train,122880,3.1392669677734375,0.0006131380796432495,9.824857e-05,-0.0050239004,2.7082114,0.0006131381,2.7075984
Train,128000,3.013395309448242,0.0005885537713766098,8.2945204e-05,-0.0074678995,2.7087014,0.00058855355,2.7081127
Train,133120,2.8322935104370117,0.0005531823262572289,8.281462e-05,-0.00552726,2.7080398,0.0005531824,2.7074866
Train,138240,2.688861131668091,0.000525168189778924,7.082623e-05,-0.0075897314,2.70812,0.0005251681,2.7075946
Train,143360,2.5571582317352295,0.000499444967135787,5.980841e-05,-0.00941788,2.7081416,0.0004994451,2.707642
Train,148480,2.4460678100585938,0.00047774761915206907,6.344426e-05,-0.007686179,2.7071056,0.00047774767,2.706628
Train,153600,2.3318002223968506,0.0004554297309368849,6.6131695e-05,-0.006244246,2.707694,0.0004554296,2.7072387
Train,158720,2.238986015319824,0.0004373019561171532,5.3765398e-05,-0.009871064,2.7085736,0.00043730196,2.7081363
Train,163840,2.1345767974853516,0.00041690953075885774,4.5638546e-05,-0.011968514,2.7076561,0.00041690955,2.7072392
Train,168960,2.0215063095092773,0.0003948254510760307,4.1781746e-05,-0.012624741,2.707896,0.0003948255,2.7075012
Train,174080,1.9001171588897705,0.0003711166325956583,4.2384134e-05,-0.011038866,2.7083626,0.00037111674,2.7079914
Train,179200,1.811585783958435,0.00035382534842938186,3.223842e-05,-0.015430128,2.7072542,0.00035382528,2.7069001
Train,184320,1.7286851406097412,0.00033763381652534007,3.3817498e-05,-0.0132608,2.7079494,0.00033763374,2.7076118
Train,189440,1.626767635345459,0.00031772805377841,2.5727944e-05,-0.016991865,2.7073524,0.0003177279,2.7070348
Train,194560,1.5152896642684937,0.0002959550125524402,2.708307e-05,-0.014247411,2.708234,0.00029595496,2.707938
Train,199680,1.4202595949172974,0.00027739445213228466,1.9861682e-05,-0.017822018,2.7088382,0.00027739446,2.708561
Train,204800,1.3316917419433594,0.0002600960433483124,1.7974933e-05,-0.01789112,2.7085128,0.00026009613,2.7082527
Train,209920,1.246145248413086,0.00024338774383068085,1.6706615e-05,-0.01763704,2.7082467,0.00024338775,2.7080033
