Type,Time_Steps,Batch_Reward,Reward_Rate,Critic_Loss,Actor_loss,Curiosity_Loss,Forward_Loss,Inverse_Loss
Train,10240,1.6174005270004272,0.006317970808595419,0.0007490471,-0.036047306,2.7144175,0.0063179694,2.7080996
Train,10496,1.6975668668746948,0.006631120573729277,0.015013519,0.29887888,2.7147553,0.0066311215,2.7081242
Train,10752,1.826086401939392,0.00713315000757575,0.017466616,0.32356462,2.723631,0.0071331514,2.716498
Train,11008,1.7610704898834229,0.0068791816011071205,0.015980275,0.30889925,2.7176852,0.006879182,2.710806
Train,11264,1.5759479999542236,0.006156046874821186,5.5295837e-05,-0.04260941,2.7213728,0.006156048,2.7152166
Train,11520,1.5717542171478271,0.0061396649107337,0.012901347,0.27456197,2.7229106,0.0061396654,2.7167711
Train,11776,1.558707594871521,0.006088701542466879,0.012613788,0.27152368,2.7142215,0.0060887,2.7081327
Train,12032,1.5342170000076294,0.005993035156279802,0.012168973,0.26609445,2.715829,0.0059930366,2.709836
Train,12288,1.5479910373687744,0.006046839989721775,0.012441045,0.2688811,2.7175741,0.0060468395,2.7115273
Train,12544,1.5086206197738647,0.005893049295991659,0.006363917,0.13141057,2.7138078,0.005893052,2.7079148
Train,12800,1.4890755414962769,0.0058167013339698315,0.011537592,0.25845787,2.7149038,0.0058167027,2.7090871
Train,13056,1.4858558177947998,0.005804124288260937,0.011491554,0.25710565,2.7148347,0.0058041243,2.7090302
Train,13312,1.4575268030166626,0.005693464074283838,0.011035431,0.25199825,2.718349,0.0056934645,2.7126555
Train,13568,1.4493353366851807,0.005661466158926487,0.0045725056,0.0923208,2.7244298,0.0056614666,2.7187684
Train,13824,1.4408979415893555,0.00562850758433342,0.010758704,0.24835035,2.7167792,0.005628506,2.7111506
Train,14080,1.4285413026809692,0.005580239463597536,0.0106088,0.2463538,2.7272687,0.005580237,2.7216883
Train,14336,1.436297059059143,0.005610535386949778,0.010740392,0.24798314,2.722571,0.005610535,2.7169602
Train,14592,1.5559735298156738,0.006078021600842476,0.012656506,0.2717094,2.703912,0.0060780207,2.697834
Train,14848,1.4685555696487427,0.005736545193940401,0.004899408,0.089935035,2.7150526,0.0057365457,2.7093163
Train,15104,1.4487559795379639,0.005659203045070171,0.011009963,0.2510593,2.7205212,0.005659201,2.7148619
Train,15360,1.4703643321990967,0.005743610672652721,0.01130539,0.2554136,2.7178373,0.005743611,2.7120938
Train,15616,1.4304760694503784,0.005587797146290541,0.010522723,0.24503997,2.715621,0.0055877957,2.7100334
Train,15872,1.4130505323410034,0.005519728641957045,0.010333238,0.24353155,2.716101,0.0055197296,2.7105813
Train,16128,1.417253017425537,0.005536144599318504,0.010354862,0.2431136,2.7139916,0.0055361427,2.7084556
Train,16384,1.3993960618972778,0.0054663908667862415,0.010135817,0.24021311,2.7175875,0.0054663913,2.7121212
Train,16640,1.3971301317214966,0.005457539577037096,0.0052528544,0.10133081,2.7249336,0.005457539,2.719476
Train,16896,1.410028100013733,0.005507922265678644,0.0102787595,0.24249338,2.7154093,0.0055079227,2.7099016
Train,17152,1.441238284111023,0.005629837047308683,0.010844591,0.24908882,2.729176,0.0056298366,2.7235463
Train,17408,1.422666311264038,0.005557290278375149,0.010461318,0.24480766,2.7233531,0.005557292,2.7177956
Train,17664,1.3918215036392212,0.005436802748590708,0.004416651,0.069584936,2.7106318,0.0054368023,2.705195
Train,17920,1.3702210187911987,0.00535242585465312,0.00512929,0.0958706,2.7047157,0.0053524286,2.6993635
Train,18176,1.3774796724319458,0.005380779970437288,0.00985755,0.23633987,2.718594,0.0053807786,2.7132132
Train,18432,1.3720579147338867,0.005359601229429245,0.009733776,0.23442636,2.7245822,0.0053596026,2.7192225
Train,18688,1.368977665901184,0.0053475690074265,0.009661827,0.23413388,2.7234697,0.0053475713,2.7181222
Train,18944,1.3610903024673462,0.005316758994013071,0.0095995115,0.232826,2.7223363,0.0053167585,2.7170196
Train,19200,1.4793726205825806,0.005778799299150705,0.0003162559,-0.07442772,2.715548,0.0057788007,2.7097692
Train,19456,1.4186075925827026,0.005541435908526182,0.010433722,0.24415939,2.7115011,0.0055414373,2.7059596
Train,19712,1.4319812059402466,0.005593676585704088,0.010726074,0.24791841,2.7197626,0.005593675,2.714169
Train,19968,1.4297890663146973,0.005585113540291786,0.009549093,0.21784042,2.7205706,0.005585113,2.7149854
Train,20224,1.3989797830581665,0.005464764777570963,0.010118593,0.24021046,2.7203598,0.005464764,2.7148948
Train,20480,1.3445403575897217,0.00525211077183485,0.008456508,0.20155485,2.7184389,0.005252111,2.7131867
Train,20736,1.3155479431152344,0.005138859152793884,0.008956497,0.22430427,2.714817,0.005138858,2.7096784
Train,20992,1.3023643493652344,0.005087360739707947,0.008777887,0.22199416,2.7113254,0.0050873626,2.706238
Train,21248,1.3028570413589478,0.00508928531780839,0.008768977,0.22205526,2.72017,0.005089285,2.7150807
Train,21504,1.2991063594818115,0.005074634216725826,0.0070185405,0.16369486,2.7146018,0.005074635,2.709527
Train,21760,1.2706718444824219,0.0049635618925094604,0.003965318,0.06397192,2.7115893,0.004963563,2.7066257
Train,22016,1.2675734758377075,0.004951458889991045,0.008293003,0.21474381,2.7076633,0.004951459,2.7027118
Train,22272,1.262636661529541,0.00493217445909977,0.008220114,0.21393701,2.7224803,0.004932176,2.7175484
Train,22528,1.2598124742507935,0.004921142477542162,0.00820216,0.21357788,2.7172918,0.0049211425,2.7123706
Train,22784,1.2540415525436401,0.004898599814623594,0.003041714,0.03060203,2.720069,0.0048985984,2.7151701
Train,23040,1.242910385131836,0.004855118691921234,0.007957077,0.20977633,2.7174895,0.0048551196,2.7126343
Train,23296,1.2243484258651733,0.004782611038535833,0.0077287685,0.2064821,2.7147229,0.004782611,2.7099402
Train,23552,1.217907428741455,0.004757450893521309,0.007635493,0.20499891,2.7142723,0.00475745,2.7095146
Train,23808,1.2185206413269043,0.00475984625518322,0.0021630889,-0.0016289521,2.7193565,0.0047598467,2.7145967
Train,24064,1.2190595865249634,0.004761951509863138,0.0027192582,0.020801114,2.7069504,0.004761952,2.7021885
Train,24320,1.2268654108047485,0.004792443010956049,0.0077578593,0.20651804,2.7109818,0.0047924425,2.7061892
Train,24576,1.2024930715560913,0.004697238560765982,0.0074432516,0.20240065,2.719544,0.0046972376,2.7148466
Train,24832,1.2045642137527466,0.004705328959971666,0.0003125483,-0.07056108,2.7150948,0.00470533,2.7103896
Train,25088,1.2550947666168213,0.004902713932096958,0.008142618,0.21201472,2.7161317,0.0049027135,2.7112288
Train,25344,1.2642780542373657,0.00493858614936471,0.008311054,0.21416025,2.7147048,0.0049385848,2.7097661
Train,25600,1.2575113773345947,0.004912153817713261,0.008218041,0.21302146,2.7147353,0.0049121547,2.7098231
Train,25856,1.2905575037002563,0.005041240248829126,0.008677422,0.21995397,2.7161357,0.0050412407,2.7110949
Train,26112,1.2007663249969482,0.004690493457019329,0.007441684,0.20194142,2.7180657,0.0046904935,2.7133756
Train,26368,1.1682707071304321,0.0045635574497282505,0.0025843093,0.043823887,2.7122855,0.004563556,2.7077222
Train,26624,1.1941113471984863,0.004664497449994087,0.0074408683,0.2016321,2.713367,0.0046644974,2.7087026
Train,26880,1.160538673400879,0.004533354192972183,0.006974909,0.19469291,2.7229083,0.004533354,2.718375
Train,27136,1.1398630142211914,0.004452589899301529,0.0067763417,0.19160393,2.7169433,0.004452591,2.7124906
Train,27392,1.1260673999786377,0.0043987007811665535,0.0065201977,0.18722713,2.7124515,0.004398701,2.7080526
Train,27648,1.1147176027297974,0.004354365635663271,0.0033093025,0.0728902,2.7134461,0.004354366,2.7090917
Train,27904,1.1153452396392822,0.004356817342340946,0.006404812,0.18568744,2.7146335,0.0043568173,2.7102766
Train,28160,1.1155860424041748,0.004357757978141308,0.006510295,0.18730883,2.7163482,0.004357758,2.7119904
Train,28416,1.11988365650177,0.004374545533210039,0.006471403,0.18654117,2.7202728,0.004374546,2.7158983
Train,28672,1.108392596244812,0.004329658579081297,0.00037315025,-0.03554194,2.7139704,0.004329658,2.7096407
Train,28928,1.100653052330017,0.004299425985664129,0.0062350584,0.18259585,2.7141342,0.0042994265,2.7098346
Train,29184,1.0995081663131714,0.004294953774660826,0.006319804,0.18457462,2.7145216,0.004294954,2.7102265
Train,29440,1.0762662887573242,0.004204165190458298,0.0059817685,0.17833532,2.7037797,0.004204165,2.6995757
Train,29696,1.090273141860962,0.0042588794603943825,7.8987854e-05,-0.046871476,2.7193027,0.00425888,2.715044
Train,29952,1.0701981782913208,0.004180461633950472,0.0059562232,0.17774278,2.7116373,0.004180462,2.7074566
Train,30208,1.060318112373352,0.0041418676264584064,0.0058115385,0.17567386,2.7255006,0.004141868,2.7213585
Train,30464,1.051104187965393,0.004105875734239817,0.0053169536,0.1597122,2.71877,0.004105875,2.714664
Train,30720,1.0411773920059204,0.004067099187523127,0.005667592,0.17277871,2.7214825,0.0040670987,2.7174153
Train,30976,1.0338183641433716,0.004038352984935045,0.0055464264,0.17097913,2.71818,0.0040383525,2.7141416
Train,31232,1.0323936939239502,0.0040327878668904305,0.0055103935,0.16997896,2.7240057,0.004032786,2.7199726
Train,31488,1.0357303619384766,0.004045821726322174,0.0046172137,0.13470177,2.7116618,0.0040458217,2.7076159
Train,31744,1.0362861156463623,0.004047992639243603,0.005636137,0.17222908,2.718802,0.004047992,2.714754
Train,32000,1.0360965728759766,0.0040472522377967834,0.00073776237,-0.020799134,2.7220418,0.0040472527,2.7179947
Train,32256,1.0566414594650269,0.004127505701035261,0.005780847,0.17439792,2.7110581,0.0041275052,2.7069306
Train,32512,1.0608869791030884,0.004144089762121439,0.0016139882,0.014652977,2.7179027,0.004144089,2.7137585
Train,32768,1.0745759010314941,0.004197562113404274,0.006022308,0.17908846,2.7099504,0.004197565,2.7057528
Train,33024,1.0808489322662354,0.004222066141664982,0.0060410714,0.17897825,2.7145426,0.004222066,2.7103205
Train,33280,1.0908875465393066,0.0042612794786691666,0.0061449143,0.18096049,2.7191145,0.0042612804,2.7148533
Train,33536,1.0722609758377075,0.004188519436866045,0.00317754,0.0727755,2.713585,0.004188518,2.7093964
Train,33792,1.0807874202728271,0.004221825860440731,0.0060197907,0.17896359,2.7213473,0.0042218263,2.7171254
Train,34048,1.0982787609100342,0.004290151409804821,0.006193417,0.18155627,2.7236118,0.0042901523,2.7193217
Train,34304,1.0724129676818848,0.004189113155007362,0.005956305,0.1775701,2.7115698,0.0041891127,2.7073805
Train,34560,1.0143697261810303,0.0039623817428946495,0.002304575,0.043044373,2.721028,0.0039623813,2.7170658
Train,34816,0.997511088848114,0.0038965276908129454,0.005179284,0.16411027,2.7139463,0.003896528,2.71005
Train,35072,1.0017739534378052,0.0039131795056164265,0.00097220123,-0.018670728,2.7150888,0.003913181,2.7111754
Train,35328,0.9793770909309387,0.0038256917614489794,0.004929023,0.15932387,2.7121806,0.003825693,2.7083547
Train,35584,0.9701289534568787,0.0037895662244409323,0.0048841373,0.15845685,2.7229688,0.0037895653,2.7191794
Train,35840,0.9651864171028137,0.003770259441807866,0.0003496257,-0.050145637,2.7174969,0.0037702592,2.713726
Train,36096,0.9760029315948486,0.0038125114515423775,0.0049313405,0.15919761,2.7142262,0.0038125117,2.710414
Train,36352,0.9499805569648743,0.00371086155064404,0.004673221,0.1542879,2.7160156,0.0037108597,2.7123046
Train,36608,0.9369766116142273,0.0036600648891180754,0.0045185187,0.15121064,2.7188387,0.003660066,2.7151785
Train,36864,0.929167628288269,0.003629561048001051,0.0044700596,0.15031877,2.7105346,0.0036295615,2.706905
Train,37120,0.9223425388336182,0.003602900542318821,0.001677441,0.028448403,2.7201948,0.0036029,2.716592
Train,37376,0.9184049367904663,0.003587519284337759,0.004404215,0.1490308,2.7160625,0.0035875184,2.7124748
Train,37632,0.9075419902801514,0.0035450858995318413,0.0042689247,0.14633276,2.7104576,0.0035450864,2.7069125
Train,37888,0.9089751243591309,0.003550684079527855,0.004236268,0.14569628,2.7096007,0.0035506836,2.70605
Train,38144,0.8942503333091736,0.0034931653644889593,0.0041431687,0.14383645,2.7125196,0.0034931644,2.7090263
Train,38400,0.8903051614761353,0.0034777545370161533,0.0014656404,0.022762325,2.7056458,0.003477754,2.702168
Train,38656,0.8746395707130432,0.003416560823097825,0.003981984,0.14055236,2.7160778,0.0034165601,2.7126613
Train,38912,0.8674541711807251,0.0033884928561747074,0.003905464,0.13888666,2.7092242,0.0033884922,2.7058358
Train,39168,0.8622097969055176,0.003368007019162178,0.0038221548,0.1371057,2.711719,0.0033680063,2.708351
Train,39424,0.8565940260887146,0.0033460704144090414,0.0009762777,-0.0019178186,2.7151153,0.003346071,2.711769
Train,39680,0.850852370262146,0.003323642071336508,0.0037524605,0.13561942,2.7231274,0.0033236432,2.7198036
Train,39936,0.8468538522720337,0.0033080228604376316,0.0037050354,0.13447987,2.7141652,0.003308022,2.7108574
Train,40192,0.8444028496742249,0.003298448631539941,0.0036687432,0.13379636,2.7153382,0.0032984484,2.71204
Train,40448,0.8360891342163086,0.0032659731805324554,0.0007285277,-0.012475835,2.7203548,0.0032659734,2.717089
Train,40704,0.8294177055358887,0.003239912912249565,0.0035459516,0.13085164,2.710686,0.0032399115,2.707446
Train,40960,0.8269338011741638,0.0032302101608365774,0.0025736918,0.08259809,2.711966,0.0032302095,2.7087357
Train,41216,0.8273725509643555,0.0032319240272045135,0.0035426624,0.13099359,2.7123423,0.003231924,2.70911
Train,41472,0.8236765265464783,0.0032174864318221807,0.0035043363,0.1299583,2.7144246,0.0032174862,2.7112072
Train,41728,0.8206188678741455,0.003205542452633381,0.0034886927,0.12984514,2.7174091,0.0032055432,2.7142038
Train,41984,0.8286502361297607,0.003236914984881878,0.0021931818,0.06337394,2.7146978,0.0032369148,2.7114608
Train,42240,0.8382845520973206,0.0032745490316301584,0.0036237857,0.1331007,2.7084074,0.0032745483,2.705133
Train,42496,0.8358367085456848,0.0032649871427565813,0.003607032,0.1321844,2.7203841,0.0032649864,2.717119
Train,42752,0.8232638835906982,0.003215874545276165,0.0022593313,0.06875083,2.7185338,0.0032158734,2.7153177
Train,43008,0.855657160282135,0.00334241078235209,0.0038235644,0.13718292,2.7225423,0.0033424105,2.7192001
Train,43264,0.8372987508773804,0.003270698245614767,0.0036198646,0.13287763,2.7245576,0.0032706982,2.721287
Train,43520,0.8155474066734314,0.0031857320573180914,0.0022710464,0.06883051,2.70964,0.003185732,2.7064543
Train,43776,0.7949064373970032,0.0031051032710820436,0.0032629548,0.12468502,2.7116513,0.003105102,2.7085464
Train,44032,0.7735888361930847,0.003021831391379237,0.0030931854,0.12070267,2.7115166,0.003021832,2.7084947
Train,44288,0.7614206075668335,0.0029742992483079433,0.0029850348,0.11806077,2.7112937,0.0029742995,2.7083194
Train,44544,0.7511692047119141,0.0029342547059059143,0.001684816,0.042025566,2.713779,0.0029342538,2.710845
Train,44800,0.747046947479248,0.0029181521385908127,0.002888944,0.11582512,2.7121348,0.0029181521,2.7092166
Train,45056,0.7424746155738831,0.0029002914670854807,0.0028241854,0.113972105,2.7101274,0.002900292,2.7072272
Train,45312,0.7411647439002991,0.0028951747808605433,0.0028320486,0.11442029,2.7124593,0.002895175,2.7095642
Train,45568,0.7330830693244934,0.0028636057395488024,0.0013462778,0.020857498,2.7138653,0.0028636055,2.711002
Train,45824,0.729188084602356,0.002848390955477953,0.001961401,0.06266919,2.7117589,0.0028483903,2.7089105
Train,46080,0.7260832786560059,0.002836262807250023,0.0027142912,0.11129535,2.713141,0.002836264,2.7103047
Train,46336,0.723288357257843,0.0028253451455384493,0.0027111918,0.11110772,2.7139037,0.002825345,2.7110784
Train,46592,0.7133378982543945,0.0027864761650562286,0.002638632,0.1094822,2.7200227,0.0027864762,2.717236
Train,46848,0.7063632011413574,0.0027592312544584274,0.0015882275,0.042423114,2.7163935,0.0027592313,2.7136345
Train,47104,0.6988455653190613,0.002729865489527583,0.0025141332,0.105840355,2.7162976,0.0027298653,2.7135677
Train,47360,0.6929895281791687,0.0027069903444498777,0.0021456322,0.08341932,2.7175155,0.00270699,2.7148085
Train,47616,0.7061982750892639,0.002758587012067437,0.0025630947,0.1074222,2.7121556,0.0027585882,2.7093968
Train,47872,0.6894012093544006,0.0026929734740406275,0.0024501542,0.10430795,2.7110238,0.0026929737,2.708331
Train,48128,0.6832731366157532,0.002669035689905286,0.0023886831,0.10244522,2.7072196,0.002669036,2.7045505
Train,48384,0.6680001020431519,0.002609375398606062,0.00048396882,-0.03426748,2.7109263,0.0026093754,2.708317
Train,48640,0.6653078198432922,0.0025988586712628603,0.0022759016,0.0997882,2.7125046,0.0025988594,2.7099059
Train,48896,0.6561226844787598,0.0025629792362451553,0.0022309837,0.09847586,2.7103086,0.0025629802,2.7077456
Train,49152,0.6512274146080017,0.0025438570883125067,0.0021803123,0.09682806,2.714757,0.0025438564,2.712213
Train,49408,0.6443952322006226,0.002517168875783682,0.0002607539,-0.049574412,2.7137163,0.0025171684,2.7111988
Train,49664,0.6386271119117737,0.002494637155905366,0.0021021373,0.09471011,2.705299,0.0024946379,2.702804
Train,49920,0.6355190277099609,0.002482496201992035,0.0020778573,0.09392847,2.7141619,0.0024824967,2.7116795
Train,50176,0.6290695667266846,0.0024573029950261116,0.0020405941,0.09283642,2.7141974,0.0024573025,2.71174
Train,50432,0.6277998685836792,0.002452343236654997,0.0020310003,0.09256032,2.7156148,0.0024523423,2.7131624
Train,50688,0.6320937871932983,0.0024691163562238216,0.0020630886,0.09360634,2.7147331,0.0024691175,2.712264
Train,50944,0.6372144222259521,0.0024891188368201256,0.0021095334,0.094869494,2.7155607,0.0024891186,2.7130716
Train,51200,0.6452590823173523,0.0025205432903021574,0.001336455,0.042847417,2.7108564,0.0025205435,2.7083356
Train,51456,0.6239721775054932,0.0024373913183808327,0.0019985125,0.091661416,2.7042413,0.0024373904,2.7018042
Train,51712,0.6158027052879333,0.0024054793175309896,0.001961791,0.09048051,2.7090752,0.0024054796,2.7066698
Train,51968,0.6058905720710754,0.0023667600471526384,0.00189927,0.08864989,2.7117236,0.0023667593,2.7093568
Train,52224,0.6023999452590942,0.002353124786168337,0.0009881672,0.02412602,2.7086487,0.0023531243,2.7062957
Train,52480,0.6044823527336121,0.002361259190365672,0.0018910016,0.0884997,2.7124033,0.002361259,2.7100418
Train,52736,0.5992427468299866,0.002340791979804635,0.0018463867,0.08706085,2.7172096,0.0023407917,2.7148688
Train,52992,0.6021313071250916,0.002352075418457389,0.0018696982,0.087649904,2.7106566,0.0023520757,2.7083044
Train,53248,0.5953564047813416,0.0023256109561771154,0.0007501243,0.010236334,2.7215707,0.0023256107,2.719245
Train,53504,0.605972170829773,0.0023670787923038006,0.0019011998,0.08860212,2.717708,0.0023670779,2.7153409
Train,53760,0.5951403379440308,0.00232476694509387,0.0018397239,0.086585626,2.708178,0.0023247674,2.7058532
Train,54016,0.5804149508476257,0.002267245901748538,0.0017388624,0.0836108,2.7121625,0.002267246,2.7098951
Train,54272,0.561012327671051,0.002191454404965043,0.0005348052,-0.0050287507,2.7196603,0.0021914544,2.717469
Train,54528,0.546420693397522,0.00213445583358407,0.0015475975,0.07745054,2.7089787,0.0021344572,2.7068443
Train,54784,0.5595146417617798,0.0021856040693819523,0.0016173527,0.079834014,2.7154064,0.002185604,2.713221
Train,55040,0.5553738474845886,0.0021694290917366743,0.0005293646,-0.0057822447,2.710477,0.0021694275,2.7083077
Train,55296,0.5456776022911072,0.0021315531339496374,0.0015465706,0.07743011,2.7220874,0.0021315524,2.719956
Train,55552,0.5382238626480103,0.00210243696346879,0.0014867624,0.07543355,2.715445,0.002102437,2.7133427
Train,55808,0.5367679595947266,0.0020967498421669006,0.0014828654,0.07522206,2.7140584,0.0020967498,2.7119615
Train,56064,0.5275618433952332,0.0020607884507626295,0.00031752285,-0.020463152,2.712956,0.0020607887,2.7108953
Train,56320,0.527583658695221,0.002060873666778207,0.0002958884,-0.017884564,2.7164927,0.0020608734,2.7144318
Train,56576,0.5238223075866699,0.0020461808890104294,0.0014080674,0.07256152,2.7031436,0.002046181,2.7010975
Train,56832,0.5147973895072937,0.002010927302762866,0.0013698576,0.07135258,2.7080607,0.002010927,2.7060497
Train,57088,0.5097883939743042,0.0019913609139621258,0.0013474461,0.07022221,2.7191205,0.0019913604,2.717129
Train,57344,0.5019574165344238,0.001960771158337593,0.0013234641,0.06961997,2.7090306,0.0019607712,2.70707
Train,57600,0.49562105536460876,0.001936019747518003,0.00076436053,0.028777815,2.713139,0.0019360187,2.7112029
Train,57856,0.49402856826782227,0.0019297990947961807,0.0012576333,0.067136526,2.7135236,0.0019297993,2.7115936
Train,58112,0.49674665927886963,0.0019404166378080845,0.0012818706,0.06805715,2.7172165,0.001940417,2.7152762
Train,58368,0.49331095814704895,0.00192699593026191,0.0012645477,0.0673096,2.7138886,0.0019269956,2.7119617
Train,58624,0.4922417402267456,0.001922819297760725,0.000384581,-0.0015565101,2.7094586,0.0019228195,2.7075357
Train,58880,0.488616406917572,0.0019086578395217657,0.0012387147,0.06623665,2.7059636,0.0019086585,2.7040548
Train,59136,0.5138958692550659,0.0020074057392776012,0.0013755251,0.07093448,2.7085223,0.0020074057,2.7065148
Train,59392,0.47588199377059937,0.0018589140381664038,0.0011706204,0.063846976,2.7136502,0.0018589145,2.7117915
Train,59648,0.5326038599014282,0.002080483827739954,0.0002655276,-0.010207158,2.708065,0.0020804838,2.7059846
Train,59904,0.5781475305557251,0.002258388791233301,0.00029655092,-0.016017195,2.7053618,0.0022583888,2.7031035
Train,60160,0.5800257921218872,0.002265725750476122,0.0017159192,0.083070435,2.7100427,0.0022657258,2.707777
Train,60416,0.6372604370117188,0.0024892985820770264,0.002108824,0.0948645,2.7126656,0.002489299,2.7101765
Train,60672,0.5546669363975525,0.0021666677203029394,0.001613133,0.07905622,2.7150006,0.0021666694,2.712834
Train,60928,0.5388360023498535,0.0021048281341791153,0.0015141065,0.07643065,2.708879,0.0021048284,2.7067742
Train,61184,0.538694441318512,0.0021042751614004374,8.630153e-05,-0.028421454,2.7111309,0.0021042754,2.7090266
Train,61440,0.5112818479537964,0.001997194718569517,0.000986478,0.04106518,2.706295,0.0019971945,2.704298
Train,61696,0.49047064781188965,0.001915900968015194,0.0012473289,0.06677434,2.7149446,0.0019159013,2.7130287
Train,61952,0.459244966506958,0.0017939256504178047,0.0011008794,0.061046887,2.7102122,0.0017939254,2.7084184
Train,62208,0.44800204038619995,0.0017500079702585936,0.0010412002,0.05874709,2.7069268,0.0017500079,2.7051768
Train,62464,0.43826067447662354,0.0017119557596743107,0.0010124848,0.057312258,2.7108846,0.0017119565,2.7091727
Train,62720,0.4306153953075409,0.0016820913879200816,0.000954691,0.054968007,2.7049186,0.0016820907,2.7032363
Train,62976,0.4302046298980713,0.001680486835539341,0.0009595755,0.05519373,2.7147315,0.0016804871,2.7130508
Train,63232,0.43442773818969727,0.001696983352303505,0.00070139236,0.031415038,2.7126634,0.0016969837,2.7109666
Train,63488,0.4244116544723511,0.0016578580252826214,0.000943013,0.054476622,2.7059588,0.001657858,2.7043009
Train,63744,0.4176635146141052,0.0016314981039613485,0.00090025325,0.052633755,2.7168298,0.0016314982,2.7151985
Train,64000,0.4149479568004608,0.0016208904562518,0.00089239416,0.05250312,2.7113924,0.0016208906,2.7097716
Train,64256,0.40944263339042664,0.001599385286681354,0.0005323569,0.016070846,2.713418,0.0015993858,2.7118187
Train,64512,0.4053700566291809,0.001583476783707738,0.0008529238,0.05021955,2.7054114,0.0015834766,2.7038279
