Type,Time_Steps,Total_Rewards,Reward_Rate,Critic_Loss,Actor_Loss,Total_Loss
Train,1428480,130,0.025390625,1.4009657,0.1232056,1.5241714
Test,1428480,100,0.01953125,,,
Train,1433600,130,0.025390625,1.1564089,0.18919808,1.345607
Test,1433600,180,0.03515625,,,
Train,1438720,130,0.025390625,1.1567286,0.1492165,1.3059452
Test,1438720,80,0.015625,,,
Train,1443840,160,0.03125,1.7013487,0.15479957,1.8561482
Test,1443840,200,0.0390625,,,
Train,1448960,140,0.02734375,1.4407444,0.15586945,1.5966139
Test,1448960,250,0.048828125,,,
Train,1454080,170,0.033203125,1.4526595,0.052871756,1.5055312
Test,1454080,170,0.033203125,,,
Train,1459200,170,0.033203125,0.9544345,-0.045057774,0.90937674
Test,1459200,120,0.0234375,,,
Train,1464320,100,0.01953125,0.8656912,-0.02581064,0.8398805
Test,1464320,200,0.0390625,,,
Train,1469440,100,0.01953125,1.0535952,-0.010809213,1.042786
Test,1469440,150,0.029296875,,,
Train,1474560,60,0.01171875,0.8475051,0.119180255,0.96668535
Test,1474560,120,0.0234375,,,
Train,1479680,170,0.033203125,1.3334183,0.21611547,1.5495337
Test,1479680,100,0.01953125,,,
Train,1484800,170,0.033203125,1.4870614,0.35136974,1.8384311
Test,1484800,140,0.02734375,,,
Train,1489920,120,0.0234375,0.96796507,0.06398234,1.0319474
Test,1489920,160,0.03125,,,
Train,1495040,180,0.03515625,1.222193,0.11068297,1.332876
Test,1495040,90,0.017578125,,,
Train,1500160,80,0.015625,0.7842653,0.071139105,0.8554044
Test,1500160,90,0.017578125,,,
Train,1505280,230,0.044921875,1.5861944,0.18885277,1.7750472
Test,1505280,180,0.03515625,,,
Train,1510400,130,0.025390625,1.2991536,0.22591767,1.5250713
Test,1510400,180,0.03515625,,,
Train,1515520,200,0.0390625,1.6120198,-0.002606937,1.6094128
Test,1515520,250,0.048828125,,,
Train,1520640,250,0.048828125,2.2446015,0.08362906,2.3282306
Test,1520640,160,0.03125,,,
Train,1525760,200,0.0390625,1.2308626,0.021869246,1.2527319
Test,1525760,210,0.041015625,,,
Train,1530880,170,0.033203125,1.6843666,0.13320613,1.8175727
Test,1530880,190,0.037109375,,,
Train,1536000,240,0.046875,1.6482934,0.07614496,1.7244383
Test,1536000,160,0.03125,,,
Train,1541120,190,0.037109375,1.2090067,0.023207327,1.232214
Test,1541120,230,0.044921875,,,
Train,1546240,230,0.044921875,1.7548218,0.1074332,1.862255
Test,1546240,120,0.0234375,,,
Train,1551360,160,0.03125,1.2376308,0.19396962,1.4316005
Test,1551360,240,0.046875,,,
Train,1556480,260,0.05078125,1.4639175,0.023845118,1.4877626
Test,1556480,190,0.037109375,,,
Train,1561600,260,0.05078125,1.5507846,0.12946951,1.6802541
Test,1561600,240,0.046875,,,
Train,1566720,220,0.04296875,1.8927549,0.3011795,2.1939344
Test,1566720,200,0.0390625,,,
Train,1571840,210,0.041015625,1.1782974,0.18391754,1.3622149
Test,1571840,250,0.048828125,,,
Train,1576960,260,0.05078125,1.8085393,0.24929711,2.0578363
Test,1576960,190,0.037109375,,,
Train,1582080,270,0.052734375,2.029514,0.21475287,2.244267
Test,1582080,240,0.046875,,,
Train,1587200,280,0.0546875,1.8026745,0.1754165,1.978091
Test,1587200,250,0.048828125,,,
Train,1592320,290,0.056640625,2.1402876,0.20572466,2.3460124
Test,1592320,290,0.056640625,,,
Train,1597440,320,0.0625,1.5832288,-0.06828548,1.5149434
Test,1597440,260,0.05078125,,,
Train,1602560,230,0.044921875,1.295848,-0.00532326,1.2905247
Test,1602560,260,0.05078125,,,
Train,1607680,260,0.05078125,2.218849,0.3203762,2.539225
Test,1607680,250,0.048828125,,,
Train,1612800,300,0.05859375,1.824606,0.18145308,2.006059
Test,1612800,320,0.0625,,,
Train,1617920,270,0.052734375,1.6780106,0.15006286,1.8280735
Test,1617920,320,0.0625,,,
Train,1623040,320,0.0625,1.4925009,0.08851522,1.5810161
Test,1623040,240,0.046875,,,
Train,1628160,230,0.044921875,1.8043355,0.19720651,2.001542
Test,1628160,370,0.072265625,,,
Train,1633280,300,0.05859375,1.6110295,0.22268407,1.8337135
Test,1633280,360,0.0703125,,,
Train,1638400,260,0.05078125,1.6216286,0.04625715,1.6678858
Test,1638400,270,0.052734375,,,
Train,1643520,340,0.06640625,1.8877537,0.15368654,2.0414402
Test,1643520,290,0.056640625,,,
Train,1648640,290,0.056640625,1.5668726,-0.06723522,1.4996374
Test,1648640,300,0.05859375,,,
Train,1653760,250,0.048828125,1.4378699,0.041705832,1.4795758
Test,1653760,260,0.05078125,,,
Train,1658880,280,0.0546875,1.8093655,0.23890743,2.0482728
Test,1658880,300,0.05859375,,,
Train,1664000,290,0.056640625,1.3362256,0.14973105,1.4859567
Test,1664000,390,0.076171875,,,
Train,1669120,270,0.052734375,1.7375256,0.3761891,2.1137147
Test,1669120,220,0.04296875,,,
Train,1674240,320,0.0625,2.0645707,0.3012965,2.3658671
Test,1674240,260,0.05078125,,,
Train,1679360,360,0.0703125,2.1658173,0.44243506,2.6082523
Test,1679360,320,0.0625,,,
Train,1684480,230,0.044921875,1.6639843,0.08923045,1.7532147
Test,1684480,330,0.064453125,,,
Train,1689600,300,0.05859375,2.2523656,0.23133062,2.4836962
Test,1689600,280,0.0546875,,,
Train,1694720,290,0.056640625,1.5989863,0.16678233,1.7657686
Test,1694720,350,0.068359375,,,
Train,1699840,290,0.056640625,1.3156465,0.064066716,1.3797133
Test,1699840,310,0.060546875,,,
Train,1704960,340,0.06640625,2.2670019,0.32154137,2.5885432
Test,1704960,360,0.0703125,,,
Train,1710080,280,0.0546875,2.028753,0.19497083,2.223724
Test,1710080,360,0.0703125,,,
Train,1715200,250,0.048828125,1.8549579,0.20564356,2.0606015
Test,1715200,340,0.06640625,,,
Train,1720320,350,0.068359375,2.0524442,0.18992497,2.2423692
Test,1720320,340,0.06640625,,,
Train,1725440,240,0.046875,2.1341202,0.31257373,2.446694
Test,1725440,350,0.068359375,,,
Train,1730560,300,0.05859375,1.813073,0.12568274,1.9387558
Test,1730560,240,0.046875,,,
Train,1735680,260,0.05078125,2.182631,0.3024488,2.4850798
Test,1735680,230,0.044921875,,,
Train,1740800,310,0.060546875,1.3784631,-0.07673511,1.301728
Test,1740800,250,0.048828125,,,
Train,1745920,320,0.0625,2.003638,0.18666445,2.1903024
Test,1745920,280,0.0546875,,,
Train,1751040,360,0.0703125,1.8160931,0.07546735,1.8915604
Test,1751040,350,0.068359375,,,
Train,1756160,230,0.044921875,1.3404886,-0.022908939,1.3175796
Test,1756160,350,0.068359375,,,
Train,1761280,330,0.064453125,1.7908986,0.2721124,2.063011
Test,1761280,260,0.05078125,,,
Train,1766400,320,0.0625,1.7772316,0.2834273,2.060659
Test,1766400,240,0.046875,,,
Train,1771520,280,0.0546875,2.3867512,0.5721748,2.958926
Test,1771520,310,0.060546875,,,
Train,1776640,330,0.064453125,2.3821645,0.39144596,2.7736104
Test,1776640,240,0.046875,,,
Train,1781760,280,0.0546875,2.0445592,0.2060896,2.2506487
Test,1781760,300,0.05859375,,,
Train,1786880,240,0.046875,1.6135635,0.011305647,1.6248692
Test,1786880,330,0.064453125,,,
Train,1792000,230,0.044921875,1.7129666,0.095955774,1.8089223
Test,1792000,320,0.0625,,,
Train,1797120,260,0.05078125,1.7219784,0.07058513,1.7925636
Test,1797120,350,0.068359375,,,
Train,1802240,260,0.05078125,1.6916405,0.29218486,1.9838253
Test,1802240,260,0.05078125,,,
Train,1807360,300,0.05859375,1.9522028,0.44523296,2.3974357
Test,1807360,230,0.044921875,,,
Train,1812480,280,0.0546875,2.1621273,0.6036929,2.76582
Test,1812480,290,0.056640625,,,
Train,1817600,260,0.05078125,1.3854109,0.18961756,1.5750284
Test,1817600,360,0.0703125,,,
Train,1822720,360,0.0703125,2.4700596,0.58084506,3.0509048
Test,1822720,300,0.05859375,,,
Train,1827840,200,0.0390625,1.5750495,0.23543139,1.810481
Test,1827840,250,0.048828125,,,
Train,1832960,240,0.046875,1.7816601,0.01014976,1.7918098
Test,1832960,270,0.052734375,,,
Train,1838080,160,0.03125,0.9734046,-0.17903486,0.7943697
Test,1838080,330,0.064453125,,,
Train,1843200,310,0.060546875,2.0574415,0.36109978,2.4185412
Test,1843200,310,0.060546875,,,
Train,1848320,270,0.052734375,1.6409925,-0.019605413,1.6213871
Test,1848320,320,0.0625,,,
Train,1853440,380,0.07421875,2.3539824,0.24111545,2.595098
Test,1853440,270,0.052734375,,,
Train,1858560,340,0.06640625,2.049837,0.22475387,2.274591
Test,1858560,340,0.06640625,,,
Train,1863680,290,0.056640625,2.0131905,0.23966415,2.2528546
Test,1863680,290,0.056640625,,,
Train,1868800,310,0.060546875,2.6896892,0.6742439,3.363933
Test,1868800,380,0.07421875,,,
Train,1873920,300,0.05859375,1.7736415,0.19274388,1.9663854
Test,1873920,330,0.064453125,,,
Train,1879040,230,0.044921875,1.3184508,-0.021515558,1.2969352
Test,1879040,300,0.05859375,,,
Train,1884160,330,0.064453125,2.0978608,0.115964904,2.2138257
Test,1884160,340,0.06640625,,,
Train,1889280,250,0.048828125,2.2277231,0.20450175,2.4322248
Test,1889280,250,0.048828125,,,
Train,1894400,320,0.0625,2.3966713,0.38725603,2.7839274
Test,1894400,330,0.064453125,,,
Train,1899520,260,0.05078125,1.6180391,-0.002399615,1.6156396
Test,1899520,270,0.052734375,,,
Train,1904640,230,0.044921875,1.2338756,-0.0452412,1.1886344
Test,1904640,350,0.068359375,,,
Train,1909760,290,0.056640625,2.3511612,0.4192227,2.7703838
Test,1909760,280,0.0546875,,,
Train,1914880,290,0.056640625,1.7199291,0.1502695,1.8701986
Test,1914880,230,0.044921875,,,
Train,1920000,220,0.04296875,1.175939,0.07721504,1.253154
Test,1920000,290,0.056640625,,,
Train,1925120,300,0.05859375,2.3248742,0.6867764,3.0116506
Test,1925120,310,0.060546875,,,
Train,1930240,180,0.03515625,1.1519367,0.21353826,1.3654749
Test,1930240,240,0.046875,,,
Train,1935360,250,0.048828125,1.3799037,0.18269938,1.562603
Test,1935360,280,0.0546875,,,
Train,1940480,230,0.044921875,1.5764003,0.20196067,1.778361
Test,1940480,280,0.0546875,,,
Train,1945600,280,0.0546875,1.9305916,0.18841304,2.1190047
Test,1945600,340,0.06640625,,,
Train,1950720,290,0.056640625,1.9544448,0.20039546,2.1548402
Test,1950720,350,0.068359375,,,
Train,1955840,330,0.064453125,1.6404374,-0.016592667,1.6238447
Test,1955840,260,0.05078125,,,
Train,1960960,320,0.0625,1.3947958,-0.11654171,1.278254
Test,1960960,330,0.064453125,,,
Train,1966080,260,0.05078125,1.6143534,0.13205592,1.7464093
Test,1966080,280,0.0546875,,,
Train,1971200,340,0.06640625,2.037155,0.20112757,2.2382824
Test,1971200,250,0.048828125,,,
Train,1976320,310,0.060546875,2.3456771,0.4520899,2.7977672
Test,1976320,280,0.0546875,,,
Train,1981440,280,0.0546875,1.3516045,0.080616005,1.4322205
Test,1981440,340,0.06640625,,,
Train,1986560,280,0.0546875,1.9947557,0.3204276,2.3151834
Test,1986560,290,0.056640625,,,
Train,1991680,370,0.072265625,2.2776802,0.26246196,2.540142
Test,1991680,300,0.05859375,,,
Train,1996800,340,0.06640625,2.2919931,0.4185868,2.7105799
Test,1996800,340,0.06640625,,,
Train,2001920,250,0.048828125,1.9128898,0.15327573,2.0661654
Test,2001920,300,0.05859375,,,
Train,2007040,260,0.05078125,2.4886606,0.27245292,2.7611134
Test,2007040,340,0.06640625,,,
Train,2012160,330,0.064453125,1.9680451,0.09491216,2.0629573
Test,2012160,200,0.0390625,,,
Train,2017280,280,0.0546875,2.2559114,0.29084426,2.5467556
Test,2017280,270,0.052734375,,,
Train,2022400,370,0.072265625,2.0870547,0.110557616,2.1976123
Test,2022400,310,0.060546875,,,
Train,2027520,300,0.05859375,2.0616403,0.27307457,2.334715
Test,2027520,280,0.0546875,,,
Train,2032640,360,0.0703125,2.2002819,0.42361784,2.6238997
Test,2032640,300,0.05859375,,,
Train,2037760,250,0.048828125,1.1626763,0.021695636,1.184372
Test,2037760,290,0.056640625,,,
Train,2042880,320,0.0625,2.0082061,0.3433966,2.3516028
Test,2042880,330,0.064453125,,,
Train,2048000,320,0.0625,1.9311129,0.30030963,2.2314224
Test,2048000,330,0.064453125,,,
Train,2053120,270,0.052734375,1.2906975,0.044851877,1.3355494
Test,2053120,330,0.064453125,,,
Train,2058240,310,0.060546875,2.6887739,0.49294347,3.1817174
Test,2058240,310,0.060546875,,,
Train,2063360,310,0.060546875,1.7778877,0.06501347,1.8429012
Test,2063360,250,0.048828125,,,
Train,2068480,290,0.056640625,1.4618359,0.006112397,1.4679482
Test,2068480,350,0.068359375,,,
Train,2073600,300,0.05859375,2.3271904,0.2935861,2.6207764
Test,2073600,380,0.07421875,,,
Train,2078720,290,0.056640625,2.1278796,0.3254729,2.4533525
Test,2078720,340,0.06640625,,,
Train,2083840,340,0.06640625,2.4370592,0.26162338,2.6986825
Test,2083840,310,0.060546875,,,
Train,2088960,260,0.05078125,1.9234028,0.006796435,1.9301993
Test,2088960,310,0.060546875,,,
Train,2094080,360,0.0703125,2.5345118,0.42498523,2.959497
Test,2094080,320,0.0625,,,
Train,2099200,360,0.0703125,2.050473,0.040500157,2.0909731
Test,2099200,330,0.064453125,,,
Train,2104320,280,0.0546875,1.8203335,0.040508173,1.8608416
Test,2104320,420,0.08203125,,,
Train,2109440,270,0.052734375,1.4961855,0.141987,1.6381725
Test,2109440,260,0.05078125,,,
Train,2114560,340,0.06640625,2.1484764,0.34671992,2.4951963
Test,2114560,350,0.068359375,,,
Train,2119680,380,0.07421875,2.1747406,0.251592,2.4263325
Test,2119680,270,0.052734375,,,
Train,2124800,350,0.068359375,2.0566902,0.3488795,2.4055698
Test,2124800,300,0.05859375,,,
Train,2129920,250,0.048828125,1.704697,0.24561834,1.9503154
Test,2129920,250,0.048828125,,,
Train,2135040,260,0.05078125,2.0308845,0.40993503,2.4408195
Test,2135040,300,0.05859375,,,
Train,2140160,340,0.06640625,2.1370656,0.1941265,2.3311923
Test,2140160,290,0.056640625,,,
Train,2145280,270,0.052734375,1.827155,0.13789988,1.9650549
Test,2145280,260,0.05078125,,,
Train,2150400,360,0.0703125,2.1107137,0.17411357,2.2848272
Test,2150400,290,0.056640625,,,
Train,2155520,280,0.0546875,1.7628946,0.14821325,1.9111079
Test,2155520,220,0.04296875,,,
Train,2160640,370,0.072265625,2.0259573,0.31280065,2.338758
Test,2160640,220,0.04296875,,,
Train,2165760,180,0.03515625,1.4995394,0.17559296,1.6751323
Test,2165760,220,0.04296875,,,
Train,2170880,250,0.048828125,1.1661366,-0.023116753,1.1430199
Test,2170880,250,0.048828125,,,
Train,2176000,190,0.037109375,1.1641948,-0.004703314,1.1594915
Test,2176000,240,0.046875,,,
Train,2181120,170,0.033203125,1.2631173,0.054159936,1.3172772
Test,2181120,200,0.0390625,,,
Train,2186240,220,0.04296875,1.5079448,0.17643106,1.6843759
Test,2186240,180,0.03515625,,,
Train,2191360,190,0.037109375,1.446678,0.05473269,1.5014107
Test,2191360,220,0.04296875,,,
Train,2196480,320,0.0625,2.160084,0.10333012,2.2634141
Test,2196480,240,0.046875,,,
Train,2201600,250,0.048828125,1.4052559,0.14222914,1.5474851
Test,2201600,350,0.068359375,,,
Train,2206720,180,0.03515625,1.8979301,0.2597423,2.1576724
Test,2206720,250,0.048828125,,,
Train,2211840,240,0.046875,1.9746166,0.24445394,2.2190707
Test,2211840,180,0.03515625,,,
Train,2216960,250,0.048828125,2.1004765,0.14877234,2.2492487
Test,2216960,330,0.064453125,,,
Train,2222080,350,0.068359375,1.7978531,0.026243009,1.8240961
Test,2222080,260,0.05078125,,,
Train,2227200,220,0.04296875,1.1425937,0.119400375,1.2619941
Test,2227200,170,0.033203125,,,
Train,2232320,260,0.05078125,1.6604451,0.07355753,1.7340026
Test,2232320,300,0.05859375,,,
Train,2237440,310,0.060546875,1.5851531,0.12827618,1.7134293
Test,2237440,240,0.046875,,,
Train,2242560,300,0.05859375,2.1139817,0.24532793,2.3593097
Test,2242560,240,0.046875,,,
Train,2247680,270,0.052734375,2.056641,0.23540433,2.2920454
Test,2247680,240,0.046875,,,
Train,2252800,220,0.04296875,1.3123887,0.11108579,1.4234744
Test,2252800,370,0.072265625,,,
Train,2257920,220,0.04296875,1.7870461,0.051429864,1.838476
Test,2257920,290,0.056640625,,,
Train,2263040,180,0.03515625,1.4805282,0.19189419,1.6724224
Test,2263040,370,0.072265625,,,
Train,2268160,350,0.068359375,2.1457984,0.09408333,2.2398818
Test,2268160,310,0.060546875,,,
Train,2273280,220,0.04296875,1.7008088,0.10004307,1.8008518
Test,2273280,320,0.0625,,,
Train,2278400,320,0.0625,1.6940129,0.10775818,1.801771
Test,2278400,320,0.0625,,,
Train,2283520,370,0.072265625,1.8405535,-0.13138762,1.7091659
Test,2283520,300,0.05859375,,,
Train,2288640,290,0.056640625,1.6861534,0.120193034,1.8063464
Test,2288640,320,0.0625,,,
Train,2293760,260,0.05078125,1.605111,0.19770695,1.802818
Test,2293760,310,0.060546875,,,
Train,2298880,290,0.056640625,1.8679199,0.34510165,2.2130215
Test,2298880,330,0.064453125,,,
Train,2304000,350,0.068359375,1.9830694,0.26865166,2.2517211
Test,2304000,360,0.0703125,,,
Train,2309120,310,0.060546875,2.2251933,0.3759204,2.6011136
Test,2309120,270,0.052734375,,,
Train,2314240,250,0.048828125,1.8361164,0.14286147,1.9789779
Test,2314240,340,0.06640625,,,
Train,2319360,330,0.064453125,2.088555,0.003555333,2.0921104
Test,2319360,330,0.064453125,,,
Train,2324480,340,0.06640625,1.8245977,-0.060923237,1.7636745
Test,2324480,460,0.08984375,,,
Train,2329600,350,0.068359375,2.118689,0.042936563,2.1616256
Test,2329600,380,0.07421875,,,
Train,2334720,400,0.078125,2.9489672,0.30250743,3.2514746
Test,2334720,380,0.07421875,,,
Train,2339840,330,0.064453125,1.7573065,-0.03313879,1.7241677
Test,2339840,300,0.05859375,,,
Train,2344960,420,0.08203125,1.9612726,0.17193106,2.1332037
Test,2344960,370,0.072265625,,,
Train,2350080,370,0.072265625,2.5991933,0.27013952,2.8693328
Test,2350080,270,0.052734375,,,
Train,2355200,360,0.0703125,1.8116845,0.19357032,2.0052547
Test,2355200,310,0.060546875,,,
Train,2360320,300,0.05859375,1.1568612,0.048923075,1.2057843
Test,2360320,220,0.04296875,,,
Train,2365440,260,0.05078125,1.4829273,0.10962451,1.5925518
Test,2365440,260,0.05078125,,,
Train,2370560,310,0.060546875,1.6444119,0.240671,1.885083
Test,2370560,420,0.08203125,,,
Train,2375680,280,0.0546875,1.7762187,0.26522022,2.0414388
Test,2375680,320,0.0625,,,
Train,2380800,320,0.0625,1.814566,0.2397915,2.0543575
Test,2380800,320,0.0625,,,
Train,2385920,320,0.0625,1.5324131,0.21630946,1.7487226
Test,2385920,300,0.05859375,,,
Train,2391040,320,0.0625,1.9601462,0.2792626,2.2394087
Test,2391040,290,0.056640625,,,
Train,2396160,300,0.05859375,1.9015919,0.29081744,2.1924093
Test,2396160,280,0.0546875,,,
Train,2401280,360,0.0703125,1.9139016,0.036563084,1.9504646
Test,2401280,350,0.068359375,,,
Train,2406400,320,0.0625,2.399746,0.36890277,2.7686486
Test,2406400,400,0.078125,,,
Train,2411520,380,0.07421875,1.7279018,-0.037253443,1.6906483
Test,2411520,330,0.064453125,,,
Train,2416640,370,0.072265625,2.3083465,0.08096915,2.3893156
Test,2416640,270,0.052734375,,,
Train,2421760,290,0.056640625,1.1982645,-0.2077467,0.9905178
Test,2421760,300,0.05859375,,,
Train,2426880,270,0.052734375,1.4751719,-0.055871964,1.4193
Test,2426880,360,0.0703125,,,
Train,2432000,320,0.0625,1.6479657,0.23282826,1.8807939
Test,2432000,280,0.0546875,,,
Train,2437120,370,0.072265625,2.0253894,0.27490425,2.3002937
Test,2437120,340,0.06640625,,,
Train,2442240,340,0.06640625,2.0174994,0.36626124,2.3837607
Test,2442240,340,0.06640625,,,
Train,2447360,350,0.068359375,1.9530325,0.36505792,2.3180904
Test,2447360,330,0.064453125,,,
Train,2452480,340,0.06640625,1.6320257,0.18636504,1.8183907
Test,2452480,370,0.072265625,,,
Train,2457600,330,0.064453125,2.1470182,0.3560108,2.5030289
Test,2457600,230,0.044921875,,,
Train,2462720,290,0.056640625,1.5095438,-0.15396316,1.3555806
Test,2462720,310,0.060546875,,,
Train,2467840,330,0.064453125,1.5890341,0.07349104,1.6625252
Test,2467840,360,0.0703125,,,
Train,2472960,270,0.052734375,1.6763886,0.10593819,1.7823268
Test,2472960,320,0.0625,,,
Train,2478080,420,0.08203125,2.3379776,0.3299124,2.66789
Test,2478080,300,0.05859375,,,
Train,2483200,290,0.056640625,1.3367075,-0.045986697,1.2907208
Test,2483200,520,0.1015625,,,
Train,2488320,280,0.0546875,1.9748831,0.16799958,2.1428826
Test,2488320,360,0.0703125,,,
Train,2493440,320,0.0625,2.1229608,0.37691107,2.499872
Test,2493440,280,0.0546875,,,
Train,2498560,290,0.056640625,1.2973545,0.013636214,1.3109907
Test,2498560,310,0.060546875,,,
Train,2503680,360,0.0703125,2.171851,0.3116964,2.4835472
Test,2503680,380,0.07421875,,,
Train,2508800,230,0.044921875,1.653607,0.17781426,1.8314213
Test,2508800,260,0.05078125,,,
Train,2513920,360,0.0703125,2.0575838,0.1835028,2.2410865
Test,2513920,350,0.068359375,,,
Train,2519040,350,0.068359375,2.2464364,0.1872792,2.4337156
Test,2519040,440,0.0859375,,,
Train,2524160,330,0.064453125,1.5252298,-0.04576616,1.4794637
Test,2524160,290,0.056640625,,,
Train,2529280,250,0.048828125,2.0789309,0.4151358,2.4940667
Test,2529280,300,0.05859375,,,
Train,2534400,230,0.044921875,1.280652,0.0555856,1.3362377
Test,2534400,300,0.05859375,,,
Train,2539520,250,0.048828125,1.5366522,0.03752259,1.5741748
Test,2539520,340,0.06640625,,,
Train,2544640,380,0.07421875,2.3459866,0.42759737,2.773584
Test,2544640,340,0.06640625,,,
Train,2549760,300,0.05859375,1.4198774,-0.045989033,1.3738884
Test,2549760,260,0.05078125,,,
Train,2554880,360,0.0703125,1.947703,0.10092481,2.0486279
Test,2554880,330,0.064453125,,,
Train,2560000,360,0.0703125,1.931852,0.068419695,2.0002718
Test,2560000,370,0.072265625,,,
Train,2565120,270,0.052734375,2.109945,0.2302044,2.3401494
Test,2565120,350,0.068359375,,,
Train,2570240,280,0.0546875,1.2055696,-0.09180714,1.1137625
Test,2570240,310,0.060546875,,,
Train,2575360,280,0.0546875,1.8582563,0.2832249,2.1414812
Test,2575360,260,0.05078125,,,
Train,2580480,390,0.076171875,1.9606208,0.17282484,2.1334455
Test,2580480,170,0.033203125,,,
Train,2585600,380,0.07421875,1.5277888,0.15629816,1.6840869
Test,2585600,270,0.052734375,,,
Train,2590720,300,0.05859375,1.7384179,0.2017895,1.9402074
Test,2590720,300,0.05859375,,,
Train,2595840,260,0.05078125,1.1141919,0.078456074,1.1926479
Test,2595840,340,0.06640625,,,
Train,2600960,230,0.044921875,1.4255241,0.12651704,1.5520412
Test,2600960,250,0.048828125,,,
Train,2606080,350,0.068359375,1.9052998,0.23460734,2.1399071
Test,2606080,330,0.064453125,,,
Train,2611200,380,0.07421875,1.7757152,0.023261702,1.7989769
Test,2611200,330,0.064453125,,,
Train,2616320,330,0.064453125,1.6574624,0.12074327,1.7782056
Test,2616320,270,0.052734375,,,
Train,2621440,290,0.056640625,1.3554622,0.04215359,1.3976158
Test,2621440,360,0.0703125,,,
Train,2626560,290,0.056640625,1.9612626,0.2200413,2.181304
Test,2626560,240,0.046875,,,
Train,2631680,220,0.04296875,1.1059532,-0.013528382,1.0924249
Test,2631680,220,0.04296875,,,
Train,2636800,270,0.052734375,1.5440375,0.210475,1.7545124
Test,2636800,260,0.05078125,,,
Train,2641920,240,0.046875,1.2138313,0.056084007,1.2699153
Test,2641920,230,0.044921875,,,
Train,2647040,250,0.048828125,1.1267265,0.06670574,1.1934322
Test,2647040,300,0.05859375,,,
Train,2652160,280,0.0546875,1.6798038,0.121404886,1.8012087
Test,2652160,320,0.0625,,,
Train,2657280,290,0.056640625,1.5182157,0.15809037,1.676306
Test,2657280,270,0.052734375,,,
Train,2662400,280,0.0546875,1.822895,0.20080255,2.0236976
Test,2662400,240,0.046875,,,
Train,2667520,330,0.064453125,2.1071339,0.3761441,2.483278
Test,2667520,180,0.03515625,,,
Train,2672640,290,0.056640625,1.7876056,0.2390159,2.0266216
Test,2672640,300,0.05859375,,,
Train,2677760,280,0.0546875,1.3428187,-0.016156485,1.3266623
Test,2677760,210,0.041015625,,,
Train,2682880,270,0.052734375,1.6751347,0.08764053,1.7627752
Test,2682880,310,0.060546875,,,
Train,2688000,280,0.0546875,1.7632179,0.21459718,1.9778152
Test,2688000,330,0.064453125,,,
Train,2693120,290,0.056640625,1.6940609,0.13166496,1.8257259
Test,2693120,380,0.07421875,,,
Train,2698240,230,0.044921875,1.884311,0.27063417,2.1549451
Test,2698240,230,0.044921875,,,
Train,2703360,310,0.060546875,1.7663672,0.03898675,1.805354
Test,2703360,310,0.060546875,,,
Train,2708480,220,0.04296875,1.2287983,-0.02090838,1.2078899
Test,2708480,200,0.0390625,,,
Train,2713600,260,0.05078125,1.797704,0.16921982,1.9669238
Test,2713600,270,0.052734375,,,
Train,2718720,250,0.048828125,1.8765877,0.15405086,2.0306387
Test,2718720,300,0.05859375,,,
Train,2723840,270,0.052734375,1.7953519,0.22483212,2.020184
Test,2723840,290,0.056640625,,,
Train,2728960,210,0.041015625,1.9668549,0.3163004,2.2831554
Test,2728960,290,0.056640625,,,
Train,2734080,210,0.041015625,1.3559254,0.046654683,1.4025801
Test,2734080,270,0.052734375,,,
Train,2739200,260,0.05078125,1.4469446,0.16317718,1.6101217
Test,2739200,290,0.056640625,,,
Train,2744320,280,0.0546875,2.0220048,0.26209784,2.2841027
Test,2744320,330,0.064453125,,,
Train,2749440,330,0.064453125,1.7232674,0.05064646,1.7739139
Test,2749440,290,0.056640625,,,
Train,2754560,270,0.052734375,1.8367779,0.26581946,2.1025975
Test,2754560,310,0.060546875,,,
Train,2759680,240,0.046875,1.5769861,0.18716225,1.7641484
Test,2759680,250,0.048828125,,,
Train,2764800,250,0.048828125,1.4312284,0.11016388,1.5413923
Test,2764800,220,0.04296875,,,
Train,2769920,310,0.060546875,1.7422901,0.1382991,1.8805892
Test,2769920,270,0.052734375,,,
Train,2775040,300,0.05859375,1.8653239,0.22301437,2.0883384
Test,2775040,300,0.05859375,,,
Train,2780160,240,0.046875,0.9201601,-0.12890716,0.791253
Test,2780160,310,0.060546875,,,
Train,2785280,250,0.048828125,1.4410803,0.057638258,1.4987186
Test,2785280,300,0.05859375,,,
Train,2790400,250,0.048828125,1.6546534,0.2004733,1.8551267
Test,2790400,270,0.052734375,,,
Train,2795520,230,0.044921875,1.579472,0.2846696,1.8641416
Test,2795520,280,0.0546875,,,
Train,2800640,210,0.041015625,1.533177,0.1266512,1.6598282
Test,2800640,260,0.05078125,,,
Train,2805760,330,0.064453125,1.7806002,0.1679074,1.9485075
Test,2805760,290,0.056640625,,,
Train,2810880,310,0.060546875,1.6882244,0.056644257,1.7448686
Test,2810880,250,0.048828125,,,
Train,2816000,300,0.05859375,2.0919948,0.2808854,2.3728802
Test,2816000,220,0.04296875,,,
Train,2821120,220,0.04296875,1.8631977,0.3403303,2.203528
Test,2821120,290,0.056640625,,,
Train,2826240,250,0.048828125,1.5010769,0.10762663,1.6087036
Test,2826240,230,0.044921875,,,
Train,2831360,230,0.044921875,1.0019152,-0.13474621,0.867169
Test,2831360,310,0.060546875,,,
Train,2836480,300,0.05859375,1.4578139,0.09076233,1.5485762
